Job Title,Key Skills,Functional Area
 Accounts Manager (male), Balance Sheet Finalisation| service tax| bank reconciliation| gst| income tax| taxation| financial auditing| finance| tax audit,"Accounts , Finance , Tax , Company Secretary , Audit"
 Opening for French Specialist Accounts Payable, accounts payable| accounting| AP,"ITES , BPO , KPO , LPO , Customer Service , Operations"
 Applications Analyst OEE, Change management| Healthcare| Analyst| Business Analyst| Social media| Problem management| Software development life cycle| Scheduling| OEE,"IT Software - Application Programming , Maintenance"
 Customer Service Engineer - - ICD Security Solutions, Copyright| Customer Service Representative| CV| Customer service| Security| Troubleshooting| CCTV,"Sales , Retail , Business Development"
 Urgently Required Senior PHP Developer(laravel) || Gurgaon , CSS| jQuery| MySQL| Javascript| HTML| Web Development| Laravel| Codeigniter,"IT Software - Application Programming , Maintenance"
 Associate Process Consultant, Networking| Telecom| LAN| WAN| Bss| VPN| Wireless| Telecommunication| Costing| Visio,IT Software - Telecom Software
 Infrastructure management- Lecturer, Teaching| Educator| Counselor| Mentor| Trainer| Advisor,"Teaching , Education , Training , Counselling"
 Finance Admin, Business communication| Analytical skills| Business objects| Team management| management| Transition management| Trend analysis| Variance analysis| Analytics,"Accounts , Finance , Tax , Company Secretary , Audit"
 Guest Relations Executive, Usage| PDF| C| Social media| Cash handling| Database| Customer service| Merchandising| Advertising,"Sales , Retail , Business Development"
 Salesforce System Architect, salesforce| salesforce.com| system design| application architecture,"IT Software - Application Programming , Maintenance"
System Monitoring Tools & Techniques Professional,Execution|Project Management|AO engagement|Monitoring Tools|Delivery Management|Stakeholder Management|System Monitoring,"IT Software - ERP , CRM"
 HR Recruiter, Recruitment| Hiring| HR| Screening| Interviewing| Staffing,"IT Software - Application Programming , Maintenance"
 Business Development Manager (eCommerce), bca| cold calling| bidding| academic| customer service| documentation| selling| web development| seo| mba,"Sales , Retail , Business Development"
 Java Developer - Spring/ Hibernate, Java| Webservices| Spring| Hibernate| System Design| ESB| SQL| Spring Boot| Javascript,"IT Software - Application Programming , Maintenance"
 Python Developer, Debugging| Troubleshooting| Python| Interpersonal skills| OOPS| Programming| developer,"IT Software - Application Programming , Maintenance"
 Sales And Marketing/Business Development manager, Direct sales| Cold calling| English| Networking| Business Development Manager| Customer interfacing| Data collection| Service| Digital marketing| WHO,"Sales , Retail , Business Development"
 Microsoft Developer, build automation| Entity framework| MVC| microsoft| SQL,"IT Software - Application Programming , Maintenance"
 Customer Service Executive (Adeeba Group) for Tech Support/ Sales, Technical support| Outbound| Troubleshooting| RecruitmentEnglish| Antivirus| Comp| Customer Service Executive| Domestic BPO,"ITES , BPO , KPO , LPO , Customer Service , Operations"
 Inbound Technical Support With Attractive Salary Package, Outbound| Medical| Technical support| Technical Support Associate| Email| Sales| US shift| Antivirus| Troubleshooting| Comp,"ITES , BPO , KPO , LPO , Customer Service , Operations"
" Placement Officer,", HR| Human Resource Management| Placement Coordination| recruitment executive| recruitment officer,"HR , Recruitment , Administration , IR"
 Walk-in Interviews For Sr.executive - Procurement on 5th July, Strategic Sourcing| procurement| supply chain management| Packaging| Vendor Management,Purchase / Logistics / Supply Chain
Urgent Opening Automation Test Engineer 2-5yrs-bellandur Bangalore,Test Engineering,"IT Software - Application Programming , Maintenance"
 Senior TSA Inbound Tech Process, Outbound| Technical Support Associate| Sales process| process| Senior| Technical| US shift| Technical support| International BPO,"ITES , BPO , KPO , LPO , Customer Service , Operations"
 Freelance Corporate Trainer on Taleo, Corporate Training| corporate trainer| technical trainer,"Teaching , Education , Training , Counselling"
 Senior Java Developer- Urgently Required by Mumbai IT Company, java| mongodb| Hibernate| spring| jms,"IT Software - Application Programming , Maintenance"
 Manager Procurement, Procurement| Supply chain management| Automation| Copyright| Chain| Purchase| Head Operations| Steel| Business Executive,Purchase / Logistics / Supply Chain
 Senior Software Engineer - UI Development - Javascript/angularjs, software development life cycle| css| html5| ui development| design patterns| svn| software engineering| angularjs| javascript,"IT Software - Application Programming , Maintenance"
 Telle Caller, good communication skill| good speeking manners| ability to face strangers| punctual| gopod efficiency,"ITES , BPO , KPO , LPO , Customer Service , Operations"
 Documentation Executive, e - tendering| Tender Preparation| bid preparation| proposal preparation,Other
 Restaurant Cashier, Cash Handling| Cashier Activities| Day Book| Cashier| Restaurant| CSAT,"Hotels , Restaurants"
" Opening For Dot Net Developer @ Baner, Pune", C#| .Net| Asp.net,"IT Software - Application Programming , Maintenance"
 Management Trainee, Excel| Sales| Conflict resolution| Analytical| Management Trainee| Power point presentation| MS Office,"Sales , Retail , Business Development"
 Junior Company Secretary, Manual testing| Eclipse| Coding| Scrum| Enterprise applications| Healthcare| JIRA| Android SDK| test driven development| Business Analyst,IT Software - QA & Testing
 Production Manager, Production Management| production control| production planning| Production Manager| Planning| Production Support| Organizing,"Production , Manufacturing , Maintenance"
 Have Confidence to Convince Customer Then Join Adeeba (Inbound Voice), Outbound| Medical| Technical support| Technical Support Associate| Email| Technical| US shift| Antivirus| Troubleshooting| Comp,"ITES , BPO , KPO , LPO , Customer Service , Operations"
 Business Transformation Consultant, project management| management consulting| business transformation| strategy consulting| change management| sales strategy| top management,Other
 Content Editor, Digital media| PHP| Recruitment| Bengali| LMS| Business administration| Content Editor| Journalism| Literature| Administration,"Journalism , Editing , Content"
 Graphics Hardware Engineer, Graphics| Simulation| Power management| Electronics| Hardware| Research| System analysis| Electricals,"IT Software - Embedded , EDA , VLSI , ASIC , Chip Design"
 Visual Designer, Motion Graphics| Infographics| Illustrator| animations| infographics| Corel draw| Photoshop| CorelDRAW| Visual Designer,"Design , Creative , User Experience"
 Web Designer, Illustrator| Web designing| Photoshop| CSS| Web technologies| XML| Intranet| Business Executive,"IT Software - Application Programming , Maintenance"
 ACCOUNTS EXECUTIVES, Tally| Retail| Accounts Executive| Retail Executive,"Accounts , Finance , Tax , Company Secretary , Audit"
 Finance & Accounting Associates, Financial reporting| Due diligence| Data analysis| Accounting| International finance| Banking,"Accounts , Finance , Tax , Company Secretary , Audit"
 DEALER - RETAIL BROKING, NSE| Lead generation| Compliance| Relationship| Equity| Client acquisition| Research| Revenue generation| Monitoring| HNI client handling,"Sales , Retail , Business Development"
 SENIOR SOFTWARE DEVELOPER (MVC .NET), MySQL| Javascript| UML| server| css| Technical writing| html5| bootstrap| microsoft| Technical support| sql| cloud| ui| web| design| asp.net| mvc| api| architecture| level| Visual Studio| quality| MS SQL| infrastructure| .net| agile| angularjs| aws,"IT Software - Application Programming , Maintenance"
 Client Relationship Partner, MIS reporting| Trade| Operational risk| Banking| Relationship| Client relationship| Saving,"Financial Services , Banking , Investments , Insurance"
" Sales Manger Opening In An E-commerce Industry- (mumbai, Pune)", sales strategy| sales management| B2B Sales| corporate sales| institutional sales,"Sales , Retail , Business Development"
 Dot Net Developer, soa| sql| relationship management| server| software| jquery| service oriented architectures| quality systems| software implementation| computer science| sql server 2008| design,"IT Software - Application Programming , Maintenance"
 Lead Business Systems Analyst, Analyst,Other
 Sr. Manager- Art in Mumbai || Opportunity @ Client side, Art Director,"Design , Creative , User Experience"
 Hiring for Domestic/ International Processes.contact the HR Asap, fresher| icse| inbound process| outbound| international bpo| uk process| bcom| communication skills| back office| cbse| web chat| chat process| Aviation| Guest Relations| Public Speaking| PR,"ITES , BPO , KPO , LPO , Customer Service , Operations"
 Sr . Manager, Automobile| Warehouse| Problem management| Manager Operations,Top Management
 Urgent Requirement for CCE Telesales for Night Shift., Outbound| Telesales| Night shift| English| process| Technical| Inbound calls| Service| Printers| Business Executive,"ITES , BPO , KPO , LPO , Customer Service , Operations"
 Vancancy for Inbound Tech Sales Executive, Outbound| Service| Technical support| process| Inbound calls| Domestic BPO| Bonus| Business Executive| Comp,"ITES , BPO , KPO , LPO , Customer Service , Operations"
 Infrastructure SSO Architect- Looking For Early Joiners, single sign - on| single sign on| IT Infrastructure| SSO,"IT Software - Application Programming , Maintenance"
 Sr. Architect / Project Position: Sr. Architect / Project, layout| coordinating| material selection| ms| mep| photoshop| corel draw| co| monitoring| plumbing,"Architecture , Interior Design"
Nosql (couchdb/redis/bigtable/dynamodb),coding|database design|test cases|analytical|nosql|cassandra,"IT Software - DBA , Datawarehousing"
 Immidate Opening for Voice & Accent Trainer @ Vee Technologies, accent| auditing| soft skills| training needs| customer service| process compliance,"ITES , BPO , KPO , LPO , Customer Service , Operations"
 Walk- in | Hdfc Life | We are Hiring Freshers:5th till 20th Aug@ Delhi, Sales| Fresher| Marketing,"Sales , Retail , Business Development"
 AIT Global India Private Limited is Looking For JAVA Developer., Java EE| Hibernate| Core Java| Software Development| Spring Mvc| Multithreading| OOD| JDBC| Spring Boot| JSF,"IT Software - Application Programming , Maintenance"
